"Positie houder";"Naam van de emittent";"ISIN";"Netto Shortpositie";"Positiedatum"
"Adage Capital Management L.P.";"Aperam S.A.";"LU0569974404";"2.23";"2013-10-15 00:00:00"
"BlackRock Institutional Trust Company, National Association";"Corio N.V.";"NL0000288967";"0.58";"2013-10-15 00:00:00"
"Millennium International Management LP";"Core Laboratories N.V.";"NL0000200384";"0.74";"2013-10-15 00:00:00"
"Thames River Capital LLP";"NSI N.V.";"NL0000292324";"0.49";"2013-10-15 00:00:00"
"AKO Capital LLP";"Fugro N.V.";"NL0000352565";"2.20";"2013-10-14 00:00:00"
"AKO Capital LLP";"TomTom N.V.";"NL0000387058";"3.06";"2013-10-14 00:00:00"
"AQR Capital Management, LLC";"Royal Imtech N.V.";"NL0006055329";"0.99";"2013-10-14 00:00:00"
"Marshall Wace LLP";"Koninklijke BAM Groep N.V.";"NL0000337319";"0.56";"2013-10-14 00:00:00"
"Marshall Wace LLP";"Koninklijke BAM Groep N.V.";"NL0000337319";"0.60";"2013-10-11 00:00:00"
"Marshall Wace LLP";"Royal Imtech N.V.";"NL0006055329";"2.18";"2013-10-11 00:00:00"
"Oxford Asset Management";"Royal Imtech N.V.";"NL0006055329";"0.81";"2013-10-11 00:00:00"
"Thames River Capital LLP";"NSI N.V.";"NL0000292324";"0.50";"2013-10-11 00:00:00"
"Adage Capital Management L.P.";"Aperam S.A.";"LU0569974404";"1.98";"2013-10-10 00:00:00"
"AKO Capital LLP";"TomTom N.V.";"NL0000387058";"3.11";"2013-10-10 00:00:00"
"AQR Capital Management, LLC";"Royal Imtech N.V.";"NL0006055329";"1.06";"2013-10-10 00:00:00"
"Marshall Wace LLP";"Royal Imtech N.V.";"NL0006055329";"2.30";"2013-10-10 00:00:00"
"AKO Capital LLP";"TomTom N.V.";"NL0000387058";"3.25";"2013-10-09 00:00:00"
"Marshall Wace LLP";"Royal Imtech N.V.";"NL0006055329";"2.51";"2013-10-09 00:00:00"
"Oxford Asset Management";"Royal Imtech N.V.";"NL0006055329";"0.73";"2013-10-09 00:00:00"
"BlackRock Institutional Trust Company, National Association";"Corio N.V.";"NL0000288967";"0.68";"2013-10-08 00:00:00"
"Marshall Wace LLP";"Royal Imtech N.V.";"NL0006055329";"2.61";"2013-10-08 00:00:00"
"Millennium International Management LP";"Core Laboratories N.V.";"NL0000200384";"0.86";"2013-10-08 00:00:00"
"Adage Capital Management L.P.";"Aperam S.A.";"LU0569974404";"1.81";"2013-10-07 00:00:00"
"AKO Capital LLP";"TomTom N.V.";"NL0000387058";"3.39";"2013-10-07 00:00:00"
"Arrowstreet Capital, Limited Partnership";"Fugro N.V.";"NL0000352565";"0.59";"2013-10-07 00:00:00"
"Oxford Asset Management";"Royal Imtech N.V.";"NL0006055329";"0.60";"2013-10-04 00:00:00"
"AKO Capital LLP";"TomTom N.V.";"NL0000387058";"3.49";"2013-10-03 00:00:00"
"Marshall Wace LLP";"Koninklijke BAM Groep N.V.";"NL0000337319";"0.57";"2013-10-03 00:00:00"
"AQR Capital Management, LLC";"Fugro N.V.";"NL0000352565";"1.23";"2013-10-02 00:00:00"
"AQR Capital Management, LLC";"PostNL N.V.";"NL0009739416";"0.66";"2013-10-02 00:00:00"
"AQR Capital Management, LLC";"Royal Imtech N.V.";"NL0006055329";"0.90";"2013-10-02 00:00:00"
"GLG Partners LP";"Royal Imtech N.V.";"NL0006055329";"1.20";"2013-10-02 00:00:00"
"WorldQuant, LLC";"Koninklijke BAM Groep N.V.";"NL0000337319";"0.37";"2013-10-02 00:00:00"
"JPMorgan Asset Management (UK) Ltd.";"Koninklijke BAM Groep N.V.";"NL0000337319";"0.67";"2013-10-01 00:00:00"
"Marshall Wace LLP";"Fugro N.V.";"NL0000352565";"0.72";"2013-09-30 00:00:00"
"Marshall Wace LLP";"Royal Imtech N.V.";"NL0006055329";"2.71";"2013-09-30 00:00:00"
"Marshall Wace LLP";"Royal Imtech N.V.";"NL0006055329";"2.69";"2013-09-26 00:00:00"
"BlackRock Institutional Trust Company, National Association";"Corio N.V.";"NL0000288967";"0.71";"2013-09-24 00:00:00"
"Marshall Wace LLP";"Koninklijke BAM Groep N.V.";"NL0000337319";"0.68";"2013-09-24 00:00:00"
"Marshall Wace LLP";"Royal Imtech N.V.";"NL0006055329";"2.72";"2013-09-24 00:00:00"
"BlackRock Investment Management (UK) Limited";"Heijmans N.V.";"NL0009269109";"0.59";"2013-09-23 00:00:00"
"GLG Partners LP";"Royal Imtech N.V.";"NL0006055329";"1.19";"2013-09-23 00:00:00"
"Marshall Wace LLP";"Fugro N.V.";"NL0000352565";"0.62";"2013-09-23 00:00:00"
"Marshall Wace LLP";"Royal Imtech N.V.";"NL0006055329";"2.62";"2013-09-23 00:00:00"
"AQR Capital Management, LLC";"Fugro N.V.";"NL0000352565";"1.19";"2013-09-20 00:00:00"
"Marshall Wace LLP";"Royal Imtech N.V.";"NL0006055329";"2.47";"2013-09-20 00:00:00"
"AKO Capital LLP";"TomTom N.V.";"NL0000387058";"3.59";"2013-09-18 00:00:00"
"AQR Capital Management, LLC";"Royal Imtech N.V.";"NL0006055329";"0.73";"2013-09-18 00:00:00"
"Marshall Wace LLP";"Koninklijke BAM Groep N.V.";"NL0000337319";"0.70";"2013-09-18 00:00:00"
"AKO Capital LLP";"TomTom N.V.";"NL0000387058";"3.62";"2013-09-17 00:00:00"
"AQR Capital Management, LLC";"PostNL N.V.";"NL0009739416";"0.79";"2013-09-17 00:00:00"
"AQR Capital Management, LLC";"Royal Imtech N.V.";"NL0006055329";"0.66";"2013-09-17 00:00:00"
"BlackRock Institutional Trust Company, National Association";"Corio N.V.";"NL0000288967";"0.63";"2013-09-17 00:00:00"
"AKO Capital LLP";"TomTom N.V.";"NL0000387058";"3.71";"2013-09-16 00:00:00"
"AQR Capital Management, LLC";"Royal Imtech N.V.";"NL0006055329";"0.54";"2013-09-16 00:00:00"
"AKO Capital LLP";"TomTom N.V.";"NL0000387058";"3.93";"2013-09-13 00:00:00"
"Marshall Wace LLP";"Fugro N.V.";"NL0000352565";"0.49";"2013-09-13 00:00:00"
"AKO Capital LLP";"TomTom N.V.";"NL0000387058";"4.14";"2013-09-12 00:00:00"
"GLG Partners LP";"Royal Imtech N.V.";"NL0006055329";"1.07";"2013-09-12 00:00:00"
"BlackRock Investment Management (UK) Limited";"Heijmans N.V.";"NL0009269109";"0.69";"2013-09-11 00:00:00"
"Marshall Wace LLP";"Koninklijke BAM Groep N.V.";"NL0000337319";"0.63";"2013-09-10 00:00:00"
"Oxford Asset Management";"PostNL N.V.";"NL0009739416";"0.47";"2013-09-10 00:00:00"
"Marshall Wace LLP";"Royal Imtech N.V.";"NL0006055329";"1.95";"2013-09-09 00:00:00"
"WorldQuant, LLC";"Koninklijke BAM Groep N.V.";"NL0000337319";"0.50";"2013-09-09 00:00:00"
"AKO Capital LLP";"Fugro N.V.";"NL0000352565";"2.16";"2013-09-06 00:00:00"
"AQR Capital Management, LLC";"PostNL N.V.";"NL0009739416";"0.87";"2013-09-06 00:00:00"
"Marshall Wace LLP";"Royal Imtech N.V.";"NL0006055329";"1.87";"2013-09-06 00:00:00"
"Marshall Wace LLP";"Royal Imtech N.V.";"NL0006055329";"1.75";"2013-09-05 00:00:00"
"AQR Capital Management, LLC";"Fugro N.V.";"NL0000352565";"1.21";"2013-09-04 00:00:00"
