"Positie houder";"Naam van de emittent";"ISIN";"Netto Shortpositie";"Positiedatum"
"AQR Capital Management, LLC";"SBM Offshore N.V.";"NL0000360618";"2.61";"2014-12-16 00:00:00"
"AQR Capital Management, LLC";"SBM Offshore N.V.";"NL0000360618";"2.50";"2014-12-12 00:00:00"
"AQR Capital Management, LLC";"SBM Offshore N.V.";"NL0000360618";"2.44";"2014-12-11 00:00:00"
"AQR Capital Management, LLC";"SBM Offshore N.V.";"NL0000360618";"2.39";"2014-12-10 00:00:00"
"AQR Capital Management, LLC";"SBM Offshore N.V.";"NL0000360618";"2.29";"2014-11-18 00:00:00"
"AQR Capital Management, LLC";"SBM Offshore N.V.";"NL0000360618";"2.30";"2014-11-17 00:00:00"
"AQR Capital Management, LLC";"SBM Offshore N.V.";"NL0000360618";"2.20";"2014-11-12 00:00:00"
"AQR Capital Management, LLC";"SBM Offshore N.V.";"NL0000360618";"2.13";"2014-11-07 00:00:00"
"AQR Capital Management, LLC";"SBM Offshore N.V.";"NL0000360618";"2.01";"2014-10-24 00:00:00"
"AQR Capital Management, LLC";"SBM Offshore N.V.";"NL0000360618";"1.99";"2014-10-23 00:00:00"
"AQR Capital Management, LLC";"SBM Offshore N.V.";"NL0000360618";"2.03";"2014-10-21 00:00:00"
"AQR Capital Management, LLC";"SBM Offshore N.V.";"NL0000360618";"1.91";"2014-10-15 00:00:00"
"AQR Capital Management, LLC";"SBM Offshore N.V.";"NL0000360618";"1.80";"2014-10-06 00:00:00"
"AQR Capital Management, LLC";"SBM Offshore N.V.";"NL0000360618";"1.74";"2014-09-17 00:00:00"
"AQR Capital Management, LLC";"SBM Offshore N.V.";"NL0000360618";"1.62";"2014-09-11 00:00:00"
"AQR Capital Management, LLC";"SBM Offshore N.V.";"NL0000360618";"1.53";"2014-09-03 00:00:00"
"AQR Capital Management, LLC";"SBM Offshore N.V.";"NL0000360618";"1.48";"2014-08-18 00:00:00"
"AQR Capital Management, LLC";"SBM Offshore N.V.";"NL0000360618";"1.50";"2014-08-15 00:00:00"
"AQR Capital Management, LLC";"SBM Offshore N.V.";"NL0000360618";"1.40";"2014-07-31 00:00:00"
"AQR Capital Management, LLC";"SBM Offshore N.V.";"NL0000360618";"1.32";"2014-07-23 00:00:00"
"AQR Capital Management, LLC";"SBM Offshore N.V.";"NL0000360618";"1.23";"2014-07-21 00:00:00"
"AQR Capital Management, LLC";"SBM Offshore N.V.";"NL0000360618";"1.00";"2014-06-24 00:00:00"
"AQR Capital Management, LLC";"SBM Offshore N.V.";"NL0000360618";"0.90";"2014-06-16 00:00:00"
"AQR Capital Management, LLC";"SBM Offshore N.V.";"NL0000360618";"0.81";"2014-06-09 00:00:00"
"AQR Capital Management, LLC";"SBM Offshore N.V.";"NL0000360618";"0.70";"2014-05-19 00:00:00"
"AQR Capital Management, LLC";"SBM Offshore N.V.";"NL0000360618";"0.61";"2014-05-05 00:00:00"
"AQR Capital Management, LLC";"SBM Offshore N.V.";"NL0000360618";"0.53";"2014-04-17 00:00:00"

"Disclaimer CSV"
"Datum laatste update 01 May 2020"
